t;lo;la;a
2000-08-06T08:15:00; 10.8135000;-10.25730000;  84.21870
2000-08-06T08:15:00;-48.4117000;-11.00980000; 114.74600
2000-08-06T08:15:00;-35.4158000; 11.65880000; 573.97500
2000-08-06T08:15:00;-39.4860000; 13.41430000; 125.49100
2000-08-06T08:15:00;-43.7613000; 14.51870000;  52.83760
2000-08-06T08:15:00; 40.2666000; 16.01670000; 285.10200
2000-08-06T08:15:00;-50.0729000; 18.76700000; 432.26300
2000-08-07T08:10:00;-27.3957000;-34.51270000; 163.00000
2000-08-07T08:10:00;-21.8910000;-33.23430000; 181.34400
2000-08-07T08:10:00; 24.8430000;-18.81140000; 153.02300
2000-08-07T08:10:00; 17.7995000;-18.34740000; 135.53900
2000-08-07T08:10:00; 10.1277000;-12.18050000; 161.44000
2000-08-07T08:10:00;-35.6804000;-11.03440000;  13.55080
2000-08-07T08:10:00; 25.1693000; -9.79553000;  57.42450
2000-08-07T08:10:00;-21.0556000; 11.68230000; 282.90200
2000-08-07T08:10:00; 54.5633000; 16.10080000; 237.03900
2000-08-07T08:10:00;-36.5788000; 19.51750000; 198.80600
2000-08-07T08:10:00;-55.5637000; 22.12100000; 207.39900
2000-08-12T07:39:59; 31.8413000;-35.72840000;  80.23920
2000-08-12T07:39:59; 41.2493000;-33.22540000;  96.78460
2000-08-12T07:39:59;-56.1241000;-11.32000000;  96.21150
2000-08-12T07:39:59; 40.2714000;  4.21553000;  99.03080
2000-08-12T07:39:59; 44.5587000;  5.57859000; 154.15900
2000-08-12T07:39:59; 41.6043000;  5.65343000;  33.66190
2000-08-12T07:39:59; 49.7822000;  7.30071000;  68.84370
2000-08-12T07:39:59; 44.3488000; 10.37180000; 719.36600
2000-08-12T07:39:59; 49.1207000;  9.05450000;  52.23500
2000-08-12T07:39:59; 43.1202000; 12.94540000;  84.53880
2000-08-12T07:39:59; 28.4986000; 18.73420000; 263.06100
2000-08-12T07:39:59;-31.6227000; 19.35180000; 110.15500
2000-08-12T07:39:59;  8.2120900; 20.68930000; 130.20300
2000-08-12T07:39:59;-57.0429000; 29.39410000; 100.71600
2000-08-19T10:05:00; 15.5314000;  4.76740000; 267.13400
2000-08-19T10:05:00; 76.0267000;  2.89740000;  68.21210
2000-08-19T10:05:00; 36.4999000; 14.13900000; 111.23300
2000-08-19T10:05:00; 43.0819000; 17.39650000; 146.38800
2000-08-19T10:05:00; 14.9245000; 21.15760000;  15.85050
2000-08-19T10:05:00; 18.9072000; 23.89210000;  57.95720
2000-08-19T10:05:00; 12.1048000; 43.45560000;  37.84340
2000-08-19T10:05:00; 14.4275000; 43.20790000;  23.38260
2000-08-19T10:05:00; 18.9587000; 47.60420000; 196.98400
2000-08-19T10:05:00;  6.5079400; 48.70880000;  81.95160
2000-08-19T10:05:00; 12.7890000; 51.12720000;  71.78430
2000-08-29T09:40:00;-14.3645000;-18.85920000; 292.28300
2000-08-29T09:40:00;-22.1259000;-16.99000000; 417.28200
2000-08-29T09:40:00;-18.3112000;-17.99080000; 431.82400
2000-08-29T09:40:00;-24.5799000;-18.29460000; 109.30700
2000-08-29T09:40:00;-42.8507000; -8.38305000; 106.60300
2000-08-29T09:40:00;-47.4639000; -8.32860000;  40.96690
2000-08-29T09:40:00; 18.5366000;  8.16077000; 107.15000
2000-08-29T09:40:00; 13.4664000; 10.01560000; 129.23700
2000-08-29T09:40:00;-63.6050000;  6.43083000; 227.77100
2000-08-29T09:40:00;-18.4539000; 16.15790000;  62.08340
2000-08-29T09:40:00;-71.9976000; 12.61770000; 132.52300
2000-08-29T09:40:00;-67.6118000; 12.96880000;  46.69580
2000-08-29T09:40:00;-63.9119000; 14.01140000; 279.79200
2000-08-29T09:40:00;-77.6423000; 14.15050000;  74.09830
2000-08-29T09:40:00; 32.2155000; 23.64980000;  89.22070
2000-08-29T09:40:00; 29.9104000; 23.79080000;  42.32160
2000-08-29T09:40:00; 23.6638000; 27.03910000; 158.29200
2000-08-30T10:14:59; -3.2602000;-20.31410000;  38.72290
2000-08-30T10:14:59; -0.8110090;-19.61500000; 138.40600
2000-08-30T10:14:59; -4.3569400;-18.61300000;  94.16310
2000-08-30T10:14:59; -8.9913800;-17.16590000; 152.58500
2000-08-30T10:14:59;-29.0620000; -8.74652000; 167.83100
2000-08-30T10:14:59; 32.0125000;  7.62144000; 487.69100
2000-08-30T10:14:59;-49.9505000;  6.31908000; 324.16900
2000-08-30T10:14:59; 27.1714000;  9.29581000; 358.43900
2000-08-30T10:14:59;-53.0220000; 13.43770000;1010.54000
2000-08-30T10:14:59; -4.9208000; 15.57560000;  77.55300
2000-08-30T10:14:59; 44.8821000; 23.20300000; 426.18200
2000-08-30T10:14:59; 37.0903000; 26.08710000; 325.36100
2000-09-01T10:14:59; 25.2145000;-20.13190000;  42.84940
2000-09-01T10:14:59; 22.2175000;-19.11690000;  33.18960
2000-09-01T10:14:59; -1.5454100; -8.88734000;  76.02370
2000-09-01T10:14:59;-23.5264000;  5.84562000; 190.36900
2000-09-01T10:14:59; 54.9873000;  9.07365000; 270.32800
2000-09-01T10:14:59;-24.4615000; 13.61440000; 712.63700
2000-09-01T10:14:59;-32.4076000; 12.84250000; 165.15400
2000-09-01T10:14:59; 21.8818000; 15.12710000;  56.90660
2000-09-01T10:14:59; 72.7275000; 22.96230000; 139.15100
2000-09-02T08:39:59; 37.2303000;-20.24160000; 148.65100
2000-09-02T08:39:59; 10.5745000; -9.45956000;  87.09300
2000-09-02T08:39:59;-11.4102000;  5.39607000; 202.07600
2000-09-02T08:39:59;-12.1506000; 13.16920000; 513.54800
2000-09-02T08:39:59; 66.8536000;  9.32800000; 192.69400
2000-09-03T07:50:00; 30.5614000;-24.96530000;  74.35090
2000-09-03T07:50:00; 49.5495000;-20.67660000; 110.40100
2000-09-03T07:50:00; 46.8414000;-20.06860000;  46.04880
2000-09-03T07:50:00; 23.7164000; -9.47544000;  75.45500
2000-09-03T07:50:00;  1.2255600;  5.54704000; 173.02800
2000-09-03T07:50:00;  1.0955500; 13.02850000; 568.43700
2000-09-03T07:50:00; -7.0634200; 13.12970000; 184.39400
2000-09-03T07:50:00;-45.1475000; 19.35890000; 141.98500
2000-09-04T09:45:00;-16.3781000;-19.43640000; 680.97800
2000-09-04T09:45:00; 15.4929000;  5.75636000; 264.78800
2000-09-04T09:45:00; 14.7108000; 13.25980000; 394.84700
2000-09-04T09:45:00;  6.7343800; 12.98260000; 107.88000
2000-09-04T09:45:00; 17.9417000; 12.84160000;  63.40930
2000-09-04T09:45:00;  8.9643200; 13.55780000;  50.79470
2000-09-04T09:45:00;-31.5984000; 19.26480000;  51.47650
2000-09-05T07:59:59; -5.3735900;-19.93380000; 100.79900
2000-09-05T07:59:59; -7.9122200;-18.26660000; 139.60500
2000-09-05T07:59:59; -1.1189000;-17.01450000; 373.92000
2000-09-05T07:59:59; -3.1928200;-16.68980000;  13.79910
2000-09-05T07:59:59; 50.7821000; -9.54492000;  90.41800
2000-09-05T07:59:59; 28.1690000;  5.93236000; 100.96800
2000-09-05T07:59:59; 20.3908000; 13.53870000; 554.39100
2000-09-05T07:59:59; 28.1336000; 13.30140000; 703.73400
2000-09-06T08:39:59;  7.8783200;-19.67950000; 700.03700
2000-09-06T08:39:59; 15.0460000;-17.64500000; 649.80000
2000-09-06T08:39:59; 43.7961000;  5.55371000; 160.16800
2000-09-06T08:39:59; 24.4566000;  9.22576000; 137.57100
2000-09-06T08:39:59; 21.1633000; 10.62020000; 134.37600
2000-09-06T08:39:59; 43.4160000; 12.88230000; 780.62500
2000-09-08T07:39:59; 31.6910000;-20.14990000; 519.90300
2000-09-08T07:39:59; 38.5746000;-18.30980000; 170.66800
2000-09-08T07:39:59; 40.9459000;-17.00940000; 371.81400
2000-09-08T07:39:59; 67.8681000;  5.98088000;  41.16040
2000-09-08T07:39:59; 49.1858000;  9.36340000;  98.72690
2000-09-08T07:39:59; 45.7023000; 11.53370000; 161.86700
2000-09-08T07:39:59; 66.6889000; 13.10140000; 323.13100
2000-09-09T08:35:00; 45.1411000;-20.32770000; 544.36300
2000-09-09T08:35:00; 54.7923000;-17.46370000;  69.21330
2000-09-09T08:35:00; 79.7035000; 12.91820000;  87.52530
2000-09-10T07:45:00; 64.6507000;-18.57220000; 116.45600
2000-09-10T07:45:00; 67.5698000;-17.11520000; 255.57700
2000-09-15T09:49:59; 57.1234000;-29.08970000; 164.91700
2000-09-15T09:49:59;-11.5609000;  5.06634000;  20.92770
2000-09-15T09:49:59; -8.9207400;  5.43022000;  49.55270
2000-09-15T09:49:59; -9.7845000; 13.81790000; 762.84000
2000-09-15T09:49:59;-12.5626000; 11.75880000;  18.70560
2000-09-15T09:49:59;-14.8752000; 12.91760000;  41.39440
2000-09-16T07:54:59; 42.1774000;-15.25660000;  51.87720
2000-09-16T07:54:59; 44.3130000;-15.12210000;  34.66900
2000-09-16T07:54:59;-58.0522000;-13.12090000; 308.40500
2000-09-16T07:54:59;-63.9945000; -9.98154000;  96.18790
2000-09-16T07:54:59;  4.7318900;  5.02827000;  98.60170
2000-09-16T07:54:59;  0.4577550;  5.50829000;  44.04270
2000-09-16T07:54:59;  2.0329100; 13.72020000; 795.16400
2000-09-17T08:05:00;-46.7407000;-13.76750000; 881.43700
2000-09-17T08:05:00; 59.8083000;-14.79890000;  55.67630
2000-09-17T08:05:00;-50.8497000;-10.17020000; 204.17300
2000-09-17T08:05:00; 18.4830000;  4.66315000;  64.46980
2000-09-17T08:05:00; 13.7272000;  5.28425000;  36.13340
2000-09-17T08:05:00; 15.3367000; 13.16150000;1514.13000
2000-09-18T09:29:59;-35.8967000;-13.69560000;1861.53000
2000-09-18T09:29:59;-34.3312000;-11.00220000; 128.68200
2000-09-18T09:29:59; 32.6177000;  4.34142000; 137.52200
2000-09-18T09:29:59; 28.0179000;  4.63005000; 119.73400
2000-09-18T09:29:59; 31.6169000; 10.06350000; 170.46300
2000-09-18T09:29:59; 28.8605000; 12.68730000; 794.91100
2000-09-18T09:29:59;-70.1592000;  9.37483000; 101.76400
2000-09-18T09:29:59;-80.2774000;  9.71740000; 185.93700
2000-09-18T09:29:59; 28.0388000; 15.81900000;  44.06880
2000-09-18T09:29:59;-68.9985000; 13.08940000;  71.35830
2000-09-18T09:29:59;-63.7168000; 14.93710000; 398.12800
2000-09-20T08:01:00;-12.6273000;-13.90450000; 943.03000
2000-09-20T08:01:00; -7.5019900;-12.81490000;1426.26000
2000-09-20T08:01:00;-53.6570000; 10.65550000;2675.11000
2000-09-20T08:01:00;-41.4294000;  9.30131000; 236.38400
2000-09-20T08:01:00;-62.1600000;  8.54215000; 279.37900
2000-09-20T08:01:00;-45.3258000; 13.89330000; 294.00800
2000-09-20T08:01:00;-36.2214000; 15.07430000; 419.75000
2000-09-20T08:01:00; 54.9235000; 13.93040000; 263.58300
2000-09-20T08:01:00;-63.8209000; 14.40180000;  65.44350
2000-09-20T08:01:00; 53.4246000; 16.41550000;  80.78220
2000-09-20T08:01:00; 56.2139000; 21.52580000; 233.03000
2000-09-27T07:39:59;-16.8894000;-13.21740000; 160.24600
2000-09-27T07:39:59; 30.1707000; -8.47660000;  82.48340
2000-09-27T07:39:59; 39.4791000; -8.03577000;  98.55070
2000-09-27T07:39:59; 34.9838000; -7.38896000;  80.79600
2000-09-27T07:39:59; 32.7095000; -6.61044000;  22.02220
2000-09-27T07:39:59; 44.4463000; -6.41937000;  92.65320
2000-09-27T07:39:59; 46.0393000; -5.00970000;  71.53700
2000-09-27T07:39:59;  5.7667900;  2.28313000;  61.05990
2000-09-27T07:39:59; 36.3736000;  9.79296000;2890.84000
2000-09-27T07:39:59;-42.4542000; 13.62220000; 169.19900
2000-09-27T07:39:59; 58.1158000; 14.84120000;  83.41850
2000-09-28T07:39:59; -2.6492300;-13.30370000; 134.37800
2000-09-28T07:39:59;-33.8167000;-11.45380000; 227.42500
2000-09-28T07:39:59;-41.1320000;-10.73240000; 218.71500
2000-09-28T07:39:59;-38.0294000;-11.44080000;  62.36750
2000-09-28T07:39:59;-65.1606000; -7.73156000; 164.16100
2000-09-28T07:39:59; 58.2407000; -5.90662000;  46.70050
2000-09-28T07:39:59; 60.1075000; -4.40117000;  95.38890
2000-09-28T07:39:59; 51.7919000; 10.03700000;1833.53000
2000-09-29T07:39:59;-60.3931000;-21.33020000; 166.66200
2000-09-29T07:39:59; 11.4461000;-13.75770000;  70.88530
2000-09-29T07:39:59;-19.6601000;-11.14660000; 169.24100
2000-09-29T07:39:59;-24.5265000;-11.53080000;  72.96220
2000-09-29T07:39:59;-28.6323000;-11.12110000; 125.29600
2000-09-29T07:39:59;-54.4799000;-10.04250000;  43.53940
2000-09-29T07:39:59;-51.4615000; -7.87474000; 543.25100
2000-09-29T07:39:59;-57.6019000; -9.26037000;  84.82250
2000-09-29T07:39:59;-61.7971000; -8.91814000; 108.06400
2000-09-29T07:39:59;-59.4203000; -6.95808000; 188.70400
2000-09-29T07:39:59; 65.5306000;  9.69902000;1601.01000
2000-09-29T07:39:59;-16.8537000; 13.01340000;  99.90840
2000-10-03T10:39:59; -9.6665300;-21.89780000; 574.57700
2000-10-03T10:39:59;-62.0035000;-27.08840000;  62.51280
2000-10-03T10:39:59; -3.2568800;-21.63680000; 240.99600
2000-10-03T10:39:59; 24.4632000;-12.66210000; 307.34300
2000-10-03T10:39:59; 28.8772000;-13.21960000; 229.56100
2000-10-03T10:39:59; 37.5765000;-11.71460000; 386.29900
2000-10-03T10:39:59;  3.8264000; -8.58190000; 330.09400
2000-10-03T10:39:59;-69.6178000;  1.53806000; 234.08300
2000-10-03T10:39:59; 38.3385000; 12.77970000;  99.86410
2000-10-03T10:39:59; 58.2416000; 25.97520000; 173.93400
2000-10-03T10:39:59; 59.7517000; 28.49750000; 197.55800
2000-10-04T07:54:59;-52.6291000;-28.61580000; 229.87200
2000-10-04T07:54:59;  1.6555900;-24.07370000;  10.41450
2000-10-04T07:54:59;  0.6551680;-22.67450000;  62.78080
2000-10-04T07:54:59;  8.4901800;-21.71600000; 222.13100
2000-10-04T07:54:59;  3.2536400;-21.65040000;  36.87780
2000-10-04T07:54:59; 36.7893000;-13.10830000; 617.06000
2000-10-04T07:54:59; 40.2989000;-12.72930000; 263.49200
2000-10-04T07:54:59; 48.7601000;-11.52580000; 309.36700
2000-10-04T07:54:59; 15.6238000; -8.53341000; 399.12800
2000-10-04T07:54:59;-57.4643000;  1.54748000; 346.72200
2000-10-04T07:54:59; 49.8124000; 12.91610000; 163.00600
2000-10-04T07:54:59; 70.0013000; 28.60980000; 324.66300
2000-10-05T10:05:00;-38.7594000;-27.36560000; 648.43300
2000-10-05T10:05:00; 14.7271000;-22.18100000; 108.89800
2000-10-05T10:05:00; 22.9784000;-21.81480000; 457.56200
2000-10-05T10:05:00; 17.5712000;-21.76010000; 139.54000
2000-10-05T10:05:00; 28.6955000;-19.56760000;  17.22740
2000-10-05T10:05:00; 51.7029000;-13.62180000; 629.27900
2000-10-05T10:05:00; 31.3400000; -9.35918000; 360.90000
2000-10-05T10:05:00; 64.1002000;-11.98170000; 442.10700
2000-10-05T10:05:00;-42.4785000;  2.19758000; 194.35300
2000-10-05T10:05:00;-53.5318000;  3.85822000; 112.14000
2000-10-05T10:05:00; 47.6330000; 13.85170000;  66.43870
2000-10-05T10:05:00; 65.5728000; 12.81410000;  92.37280
2000-10-10T10:14:59; 23.0354000;-29.75980000; 111.49400
2000-10-10T10:14:59;-58.3570000;-16.24340000; 213.06500
2000-10-10T10:14:59; 29.3225000;  1.75607000; 171.20100
2000-10-10T10:14:59; 24.9313000;  2.87920000; 335.14000
2000-10-11T07:50:00; 34.4687000;-29.51840000;  91.13130
2000-10-11T07:50:00;-45.9779000;-16.31730000; 316.15000
2000-10-11T07:50:00;-13.1298000;-13.41310000;  14.55630
2000-10-11T07:50:00; 39.0389000;  2.78564000;1211.27000
2000-10-12T08:19:59;-30.0724000;-16.34670000; 262.16500
2000-10-12T08:19:59;-33.0771000;-15.54470000; 185.80600
2000-10-12T08:19:59; -2.1790200;-13.55760000;  88.08750
2000-10-12T08:19:59;  1.8638600;-13.07510000; 121.02000
2000-10-12T08:19:59; 52.1268000;  3.41120000; 756.07900
2000-10-12T08:19:59; 58.2010000;  2.42920000; 363.87500
2000-10-12T08:19:59; 55.8459000;  4.31109000;  53.67480
2000-10-15T08:15:00;  9.4908900;-16.26200000; 198.53800
2000-10-15T08:15:00;-34.5934000;-11.16420000; 600.06000
2000-10-15T08:15:00; 45.2335000;  4.56200000; 302.98000
2000-10-15T08:15:00; 53.0075000;  5.33355000; 183.24100
2000-10-19T07:30:00;-10.5538000;-30.63050000; 201.95700
2000-10-19T07:30:00;-23.2435000;  7.62584000;  25.30250
2000-10-19T07:30:00;-25.1194000;  8.30645000;  19.58780
2000-10-19T07:30:00;-53.3438000; 16.87010000; 317.20800
2000-10-19T07:30:00;-57.5051000; 18.57980000; 246.11200
2000-10-20T07:39:59;  1.9317600;-30.60400000; 222.86100
2000-10-20T07:39:59; -2.5891700;  7.38564000; 106.16800
2000-10-20T07:39:59; -7.6544100;  8.40136000;  83.41660
2000-10-20T07:39:59;  3.9106900; 14.97280000;  13.60440
2000-10-20T07:39:59;-40.7350000; 17.41380000; 302.93000
2000-10-20T07:39:59;-45.8875000; 18.49490000; 326.90900
2000-10-21T08:19:59;  8.6816300;-31.11990000;  81.56310
2000-10-21T08:19:59; 15.1112000;-30.69260000;  63.16560
2000-10-21T08:19:59; 13.0341000;-30.08270000;  22.56760
2000-10-21T08:19:59;  4.2680700;  7.59151000;  17.90120
2000-10-21T08:19:59;  6.5722700;  8.17593000;  40.45590
2000-10-21T08:19:59;-26.7664000; 17.42170000; 203.91700
2000-10-21T08:19:59;-30.9821000; 18.63750000;  62.67050
2000-10-21T08:19:59;-32.0992000; 20.30730000;  28.52210
2000-10-22T08:05:00; 26.6310000;-30.21020000; 388.56000
2000-10-22T08:05:00; 20.5559000;  8.24512000;  20.19920
2000-10-22T08:05:00;-13.0647000; 17.28010000; 268.53100
2000-10-22T08:05:00;-19.1617000; 18.83440000; 332.90800
2000-10-23T08:10:00; 38.2588000;-30.56350000; 292.67000
2000-10-23T08:10:00; 33.6178000;-30.84990000;  71.57060
2000-10-23T08:10:00;-27.6087000;-19.93810000;  80.50440
2000-10-23T08:10:00; 38.5619000;  6.45612000; 291.63000
2000-10-23T08:10:00; 35.7209000;  6.60965000;  55.64940
2000-10-23T08:10:00; 34.7186000;  7.86746000;  38.90650
2000-10-25T07:39:59; 64.1533000;-31.32210000; 153.64900
2000-10-25T07:39:59;-50.0957000;-17.63680000; 262.41600
2000-10-25T07:39:59;-53.8920000;-18.06950000;  88.72020
2000-10-25T07:39:59;-61.5499000; -9.03380000; 207.80900
2000-10-25T07:39:59; 67.6295000;  6.59896000; 225.39500
2000-10-25T07:39:59; 26.9271000; 16.89680000; 132.73800
2000-10-25T07:39:59; 19.4648000; 19.00110000;  88.16010
2000-10-26T07:30:00;-37.3334000;-17.84650000; 193.44400
2000-10-26T07:30:00;-41.1174000;-18.22280000;  72.80980
2000-10-26T07:30:00;-48.7912000; -9.07091000; 217.65000
2000-10-26T07:30:00; 39.6535000; 16.68030000; 263.08300
2000-10-26T07:30:00;-23.8199000; 20.78670000;  23.80580
2000-10-27T07:39:59;-58.5580000;-23.07640000; 622.38300
2000-10-27T07:39:59;-24.6055000;-18.13340000;  95.28100
2000-10-27T07:39:59;-35.9875000; -8.93082000; 108.78700
2000-10-27T07:39:59;-17.3461000; 21.76990000;  36.66100
2000-10-28T07:39:59;-58.1236000;-30.09320000;  98.89430
2000-10-28T07:39:59;-61.1218000;-27.83560000;  32.42710
2000-10-28T07:39:59;-47.6684000;-24.81170000; 182.76000
2000-10-28T07:39:59;-43.5968000;-23.70650000; 480.04600
2000-10-28T07:39:59;-47.0224000;-21.89760000; 137.74300
2000-10-28T07:39:59;-22.4251000; -9.95231000;  62.09950
2000-10-30T07:39:59;-33.0863000;-29.51730000; 161.68700
2000-10-30T07:39:59;-20.8565000;-22.94610000; 858.41600
2000-10-30T07:39:59;-16.4039000;-23.16560000; 113.52600
2000-10-30T07:39:59;-56.4770000;-11.51830000; 188.00900
2000-10-30T07:39:59;-49.1695000; -9.80832000; 272.81800
2000-10-30T07:39:59;-54.5415000;  2.01899000; 564.13700
2000-10-30T07:39:59;-58.0764000;  9.19342000; 512.70700
2000-10-30T07:39:59; 21.2621000; 21.13520000;  14.79600
2000-10-30T07:39:59; 18.9534000; 21.82470000;  53.70880
2000-10-31T07:45:00; -7.8807600;-23.57540000; 190.55700
2000-10-31T07:45:00; -5.8639200;-22.70880000; 143.24900
2000-10-31T07:45:00;-10.1382000;-22.75760000;   7.55942
2000-10-31T07:45:00;-43.7588000;-12.17820000; 223.60100
2000-10-31T07:45:00;-35.0658000;-10.03280000; 104.86000
2000-10-31T07:45:00;-41.5456000;  2.10380000; 631.54400
2000-10-31T07:45:00;-44.9550000;  9.45384000; 135.69600
2000-10-31T07:45:00; 34.4593000; 21.50350000;  43.00640
2000-10-31T07:45:00; 31.6048000; 22.40940000;  58.07060
2000-11-01T08:44:59;  5.9049900;-23.37970000; 680.32700
2000-11-01T08:44:59; 10.2233000;-23.59840000;  47.05290
2000-11-01T08:44:59;-31.5588000;-13.43150000;  21.94140
2000-11-01T08:44:59;-30.4998000;-12.28990000;  74.02080
2000-11-01T08:44:59;-23.9894000;-11.27730000;  26.46460
2000-11-01T08:44:59;-20.7413000; -9.93815000; 145.49000
2000-11-01T08:44:59;-28.0227000;  1.99994000; 433.76500
2000-11-01T08:44:59;-77.6076000;  6.22475000; 176.50800
2000-11-01T08:44:59;-31.4287000;  9.55529000; 187.22000
2000-11-01T08:44:59;-34.2911000;  9.13780000;  67.02660
2000-11-01T08:44:59;-35.5951000; 11.96370000;  12.33480
2000-11-01T08:44:59; 48.1404000; 21.43500000; 111.19600
2000-11-03T07:39:59; 32.6933000;-25.01140000; 112.83600
2000-11-03T07:39:59; 26.9388000;-23.42790000;  69.20550
2000-11-03T07:39:59; 34.7428000;-23.22400000;  52.13690
2000-11-03T07:39:59; 30.0791000;-21.69120000; 142.02200
2000-11-03T07:39:59; -5.9219400;-14.46430000;   7.07267
2000-11-03T07:39:59; -4.1701500;-12.55550000;  30.24370
2000-11-03T07:39:59;  6.4416300;-10.22570000; 171.93200
2000-11-03T07:39:59;  4.7569300;-10.68050000;  32.27700
2000-11-03T07:39:59; -1.5068800;  1.84600000; 423.45700
2000-11-03T07:39:59; -1.5068800;  1.84600000; 423.45700
2000-11-03T07:39:59;-50.0887000;  5.50924000; 397.78300
2000-11-03T07:39:59; -1.8214600;  7.11808000; 135.65500
2000-11-03T07:39:59; -4.8881000;  9.21925000; 126.37700
2000-11-03T07:39:59;-19.8829000; 18.02140000; 305.02900
2000-11-03T07:39:59;-27.7755000; 19.51870000; 201.29400
2000-11-03T07:39:59;-24.7827000; 19.76690000;  15.21800
2000-11-04T08:15:00; 29.7598000;-28.58120000;  10.65420
2000-11-04T08:15:00; 46.1985000;-24.98110000; 326.34800
2000-11-04T08:15:00; 40.4285000;-23.16600000; 117.26700
2000-11-04T08:15:00; 45.0084000;-22.89160000;  32.05050
2000-11-04T08:15:00; 48.4430000;-23.07540000;  93.28380
2000-11-04T08:15:00; 43.5342000;-21.48420000;  73.66770
2000-11-04T08:15:00; 19.6155000;-10.04790000; 245.82900
2000-11-04T08:15:00; 12.2725000;  1.95412000; 408.47000
2000-11-04T08:15:00;-36.5895000;  5.62207000; 218.04800
2000-11-04T08:15:00;-51.0166000;  4.47838000;  56.43440
2000-11-04T08:15:00; 13.1241000;  6.60142000;  73.79330
2000-11-04T08:15:00;-47.6356000;  5.56148000;  50.92530
2000-11-04T08:15:00; 12.3868000;  7.96767000;  71.40060
2000-11-04T08:15:00;  9.0226600;  9.36789000; 230.32700
2000-11-04T08:15:00;-43.7864000;  9.38022000;  46.19950
2000-11-04T08:15:00; -5.3930100; 18.41040000; 390.79700
2000-11-04T08:15:00; -7.6243000; 18.39340000;  29.92750
2000-11-04T08:15:00;-14.5678000; 20.17510000; 188.88600
2000-11-04T08:15:00;-12.2908000; 20.52400000;  30.65020
2000-11-06T07:39:59; 55.4893000;-29.31150000;  77.90370
2000-11-06T07:39:59;-69.7108000;-17.30570000; 299.57800
2000-11-06T07:39:59;-56.4525000;-13.49680000; 315.44000
2000-11-06T07:39:59;-60.2351000;-11.68650000;  28.58200
2000-11-06T07:39:59; 46.6344000;-10.32700000; 246.13100
2000-11-06T07:39:59; 39.1219000;  1.58407000; 212.81700
2000-11-06T07:39:59;-10.1671000;  4.78195000; 341.11900
2000-11-06T07:39:59; 39.8329000; 15.36810000;  67.46490
2000-11-06T07:39:59; 19.1868000; 16.48010000;  52.79680
2000-11-06T07:39:59; 34.3408000; 16.35360000;  41.04080
2000-11-06T07:39:59; 22.2892000; 18.42650000; 308.84800
2000-11-06T07:39:59; 10.4474000; 19.73180000;  71.43250
2000-11-06T07:39:59; 12.0522000; 19.39900000;   8.22152
2000-11-07T08:30:00;-55.7228000;-16.89910000; 178.25900
2000-11-07T08:30:00;-43.2651000;-13.27970000; 338.94300
2000-11-07T08:30:00;-46.4847000;-11.10130000; 189.00000
2000-11-07T08:30:00; 59.8495000; -9.18883000; 157.45400
2000-11-07T08:30:00; 52.5417000;  2.68782000; 326.31800
2000-11-07T08:30:00;  3.4583800;  5.16579000; 249.38700
2000-11-07T08:30:00; 53.6296000; 15.82400000; 129.42300
2000-11-07T08:30:00; 47.4359000; 17.82760000;  67.78330
2000-11-07T08:30:00; 35.7574000; 19.24280000; 284.81300
2000-11-09T09:04:59; 29.9646000;-21.26010000;  49.06290
2000-11-09T09:04:59;-29.7127000;-16.24490000; 132.35100
2000-11-09T09:04:59;-16.3734000;-13.24030000; 200.89300
2000-11-09T09:04:59;-52.4447000;-13.08630000; 138.05400
2000-11-09T09:04:59;-46.0430000;-11.08100000; 402.21000
2000-11-09T09:04:59; 30.7648000;  4.76565000; 233.37900
2000-11-09T09:04:59; 19.5818000; 10.76200000;  84.42460
2000-11-09T09:04:59; 16.0210000; 12.79460000;  65.83720
2000-11-09T09:04:59; 60.8897000; 19.23340000; 358.54200
2000-11-10T07:34:59;-17.4131000;-16.18790000; 128.32500
2000-11-10T07:34:59; -4.1513600;-13.04700000; 161.57900
2000-11-10T07:34:59;-40.8948000;-12.94930000; 196.67500
2000-11-10T07:34:59;-33.1845000;-10.34860000; 413.95800
2000-11-10T07:34:59; 43.2042000;  4.54050000; 314.58200
2000-11-10T07:34:59; 33.0503000; 10.77230000;  53.94350
2000-11-10T07:34:59; 28.1872000; 13.18970000;  15.11520
2000-11-10T07:34:59; 72.6241000; 19.19680000; 236.01800
2000-11-11T07:39:59; 53.3956000;-20.78610000;  45.22350
2000-11-11T07:39:59; -3.7563700;-16.36190000; 143.11200
2000-11-11T07:39:59;-27.9346000;-13.27500000; 192.10500
2000-11-11T07:39:59;  9.7409200;-12.77630000; 238.52600
2000-11-11T07:39:59;-18.3167000;-10.41360000; 221.26400
2000-11-11T07:39:59; 57.9835000;  4.72756000; 286.36600
2000-11-12T10:09:59; 10.3522000;-16.32490000; 141.96900
2000-11-12T10:09:59;-14.2871000;-13.06950000;  35.41400
2000-11-12T10:09:59; 23.3358000;-12.45540000; 178.96000
2000-11-12T10:09:59; -4.1096800;-10.19150000; 275.78200
2000-11-12T10:09:59; -7.9382200;-10.36790000;  35.31550
2000-11-12T10:09:59;-55.1488000;  5.68272000; 219.57000
2000-11-12T10:09:59; 71.1928000;  4.76371000; 104.87500
2000-11-13T09:29:59; 23.4343000;-16.18410000; 223.78900
2000-11-13T09:29:59; 36.7072000;-12.46700000; 219.84900
