ano,mes,dia,time,latitude,area
1999,12,9,500,11,50
1999,12,9,500,-14,10
1999,12,9,500,16,80
1999,12,9,500,-16,10
1999,12,9,500,-15,50
1999,12,10,500,15,100
1999,12,10,500,13,10
1999,12,10,500,11,460
1999,12,10,500,12,90
1999,12,10,500,-15,0
1999,12,10,500,17,60
1999,12,10,500,-16,20
1999,12,10,500,-14,30
1999,12,10,500,-12,70
1999,12,11,500,16,90
1999,12,11,500,17,0
1999,12,11,500,12,440
1999,12,11,500,13,40
1999,12,11,500,16,80
1999,12,11,500,-16,10
1999,12,11,500,-15,30
1999,12,11,500,-12,60
1999,12,12,500,14,80
1999,12,12,500,10,380
1999,12,12,500,12,10
1999,12,12,500,17,30
1999,12,12,500,-17,0
1999,12,12,500,-14,30
1999,12,12,500,-13,40
1999,12,13,500,16,30
1999,12,13,500,15,330
1999,12,13,500,12,0
1999,12,13,500,17,10
1999,12,13,500,-17,0
1999,12,13,500,-13,20
1999,12,13,500,-13,10
1999,12,13,500,-27,10
1999,12,13,500,-35,0
1999,12,13,500,-14,20
1999,12,13,500,-8,10
1999,12,14,500,11,170
1999,12,14,500,15,0
1999,12,14,500,16,0
1999,12,14,500,-13,10
1999,12,14,500,-14,30
1999,12,14,500,-27,0
1999,12,14,500,-34,80
1999,12,14,500,-13,100
1999,12,14,500,-9,80
1999,12,14,500,11,20
1999,12,14,500,-23,0
1999,12,15,500,14,80
1999,12,15,500,20,10
1999,12,15,500,-16,0
1999,12,15,500,-14,20
1999,12,15,500,-26,0
1999,12,15,500,-33,90
1999,12,15,500,-14,280
1999,12,15,500,-9,50
1999,12,15,500,9,0
1999,12,15,500,-22,10
1999,12,16,500,-14,30
1999,12,16,500,-25,0
1999,12,16,500,-32,90
1999,12,16,500,-14,410
1999,12,16,500,9,10
1999,12,16,500,-23,10
1999,12,16,500,-14,40
1999,12,16,500,-18,120
1999,12,17,500,-14,20
1999,12,17,500,-25,0
1999,12,17,500,-33,60
1999,12,17,500,-13,550
1999,12,17,500,10,0
1999,12,17,500,-13,70
1999,12,17,500,-17,150
1999,12,17,500,18,10
1999,12,17,500,18,320
1999,12,18,500,-16,0
1999,12,18,500,-32,10
1999,12,18,500,-13,490
1999,12,18,500,10,0
1999,12,18,500,-13,100
1999,12,18,500,-19,210
1999,12,18,500,18,0
1999,12,18,500,19,630
1999,12,18,500,11,30
1999,12,19,500,-32,0
1999,12,19,500,-13,500
1999,12,19,500,-13,70
1999,12,19,500,-19,250
1999,12,19,500,19,890
1999,12,19,500,11,40
1999,12,19,500,-19,0
1999,12,20,500,-14,460
1999,12,20,500,-13,30
1999,12,20,500,-20,290
1999,12,20,500,19,1040
1999,12,20,500,10,40
1999,12,20,500,-18,0
1999,12,21,500,-13,450
1999,12,21,500,-13,20
1999,12,21,500,-18,280
1999,12,21,500,19,940
1999,12,21,500,11,30
1999,12,22,500,-13,350
1999,12,22,500,-14,50
1999,12,22,500,-18,240
1999,12,22,500,19,1050
1999,12,22,500,10,30
1999,12,23,500,-14,370
1999,12,23,500,-14,30
1999,12,23,500,-18,250
1999,12,23,500,19,1100
1999,12,23,500,11,20
1999,12,23,500,-18,10
1999,12,24,500,-13,280
1999,12,24,500,-13,0
1999,12,24,500,-18,300
1999,12,24,500,20,1050
1999,12,24,500,12,20
1999,12,24,500,21,10
1999,12,24,500,35,30
1999,12,25,500,-13,240
1999,12,25,500,-17,220
1999,12,25,500,20,930
1999,12,25,500,11,10
1999,12,25,500,21,30
1999,12,25,500,36,150
1999,12,25,500,-28,0
1999,12,26,500,-17,260
1999,12,26,500,21,900
1999,12,26,500,11,10
1999,12,26,500,21,30
1999,12,26,500,36,350
1999,12,26,500,-28,0
1999,12,27,500,-18,190
1999,12,27,500,20,810
1999,12,27,500,22,40
1999,12,27,500,38,410
1999,12,28,500,-17,170
1999,12,28,500,19,520
1999,12,28,500,22,40
1999,12,28,500,38,400
1999,12,29,500,-18,100
1999,12,29,500,18,390
1999,12,29,500,22,30
1999,12,29,500,37,350
1999,12,29,500,-30,10
1999,12,29,500,-28,10
1999,12,29,500,-15,40
1999,12,29,500,11,100
1999,12,30,500,22,60
1999,12,30,500,24,0
1999,12,30,500,37,320
1999,12,30,500,-28,0
1999,12,30,500,-17,40
1999,12,30,500,10,110
1999,12,31,500,24,0
1999,12,31,500,38,330
1999,12,31,500,-27,0
1999,12,31,500,-17,40
1999,12,31,500,10,130
1999,12,31,500,10,30
2000,1,1,500,38,270
2000,1,1,500,-17,50
2000,1,1,500,10,180
2000,1,1,500,10,40
2000,1,2,500,37,180
2000,1,2,500,-16,60
2000,1,2,500,10,150
2000,1,2,500,8,70
2000,1,3,500,38,160
2000,1,3,500,-16,130
2000,1,3,500,11,140
2000,1,3,500,10,50
2000,1,4,500,38,170
2000,1,4,500,-16,140
2000,1,4,500,12,100
2000,1,4,500,10,20
2000,1,4,500,23,20
2000,1,4,500,24,10
2000,1,5,500,38,140
2000,1,5,500,-15,120
2000,1,5,500,11,90
2000,1,5,500,11,10
2000,1,5,500,23,10
2000,1,5,500,25,30
2000,1,5,500,-10,10
2000,1,6,500,38,120
2000,1,6,500,-16,130
2000,1,6,500,12,80
2000,1,6,500,10,20
2000,1,6,500,20,50
2000,1,6,500,24,20
2000,1,6,500,-11,10
2000,1,6,500,10,0
2000,1,6,500,-16,50
2000,1,6,500,25,50
2000,1,7,500,38,40
2000,1,7,500,-16,100
2000,1,7,500,11,60
2000,1,7,500,12,0
2000,1,7,500,20,100
2000,1,7,500,24,0
2000,1,7,500,9,50
2000,1,7,500,-15,60
2000,1,7,500,26,80
2000,1,7,500,16,10
2000,1,8,500,-15,120
2000,1,8,500,11,40
2000,1,8,500,20,110
2000,1,8,500,10,10
2000,1,8,500,-15,60
2000,1,8,500,26,100
2000,1,8,500,16,20
2000,1,8,500,-31,0
2000,1,9,500,-15,50
2000,1,9,500,11,0
2000,1,9,500,20,60
2000,1,9,500,10,30
2000,1,9,500,-16,50
2000,1,9,500,26,120
2000,1,9,500,16,30
2000,1,9,500,-32,30
2000,1,9,500,-13,120
2000,1,10,500,-15,30
2000,1,10,500,27,150
2000,1,10,500,16,0
2000,1,10,500,-33,50
2000,1,10,500,-13,230
2000,1,10,500,11,10
2000,1,11,500,-13,20
2000,1,11,500,28,190
2000,1,11,500,-33,50
2000,1,11,500,-13,250
2000,1,11,500,11,0
2000,1,11,500,18,30
2000,1,11,500,-11,20
2000,1,11,500,-19,0
2000,1,11,500,16,110
2000,1,12,500,-14,10
2000,1,12,500,28,180
2000,1,12,500,-32,30
2000,1,12,500,-13,350
2000,1,12,500,11,0
2000,1,12,500,18,80
2000,1,12,500,-12,70
2000,1,12,500,-20,10
2000,1,12,500,16,170
2000,1,12,500,-9,10
2000,1,12,500,-15,20
2000,1,13,500,-15,10
2000,1,13,500,28,120
2000,1,13,500,-32,0
2000,1,13,500,-12,430
2000,1,13,500,18,60
2000,1,13,500,-12,110
2000,1,13,500,-21,30
2000,1,13,500,15,170
2000,1,13,500,-10,20
2000,1,13,500,-17,70
2000,1,13,500,-16,20
2000,1,13,500,19,80
2000,1,14,500,28,110
2000,1,14,500,-32,0
2000,1,14,500,-13,410
2000,1,14,500,10,0
2000,1,14,500,18,40
2000,1,14,500,-12,160
2000,1,14,500,-21,20
2000,1,14,500,17,140
2000,1,14,500,-10,0
2000,1,14,500,-17,80
2000,1,14,500,-17,20
2000,1,14,500,18,130
2000,1,15,500,28,110
2000,1,15,500,-14,380
2000,1,15,500,18,40
2000,1,15,500,-12,150
2000,1,15,500,-22,120
2000,1,15,500,15,120
2000,1,15,500,-18,100
2000,1,15,500,-16,50
2000,1,15,500,18,140
2000,1,15,500,-16,30
2000,1,15,500,8,0
2000,1,16,500,27,80
2000,1,16,500,-13,380
2000,1,16,500,11,0
2000,1,16,500,18,0
2000,1,16,500,-11,80
2000,1,16,500,-22,100
2000,1,16,500,16,110
2000,1,16,500,-17,160
2000,1,16,500,-16,10
2000,1,16,500,19,180
2000,1,16,500,-16,30
2000,1,16,500,9,10
2000,1,16,500,-12,10
2000,1,17,500,27,70
2000,1,17,500,-13,270
2000,1,17,500,11,30
2000,1,17,500,-23,70
2000,1,17,500,15,120
2000,1,17,500,-14,10
2000,1,17,500,-18,270
2000,1,17,500,-18,30
2000,1,17,500,17,120
2000,1,17,500,-15,30
2000,1,17,500,9,0
2000,1,17,500,-12,10
2000,1,18,500,27,80
2000,1,18,500,-12,150
2000,1,18,500,-23,40
2000,1,18,500,15,100
2000,1,18,500,-15,0
2000,1,18,500,-18,220
2000,1,18,500,-14,10
2000,1,18,500,17,150
2000,1,18,500,-12,10
2000,1,18,500,-8,30
2000,1,18,500,12,50
2000,1,19,500,26,70
2000,1,19,500,-13,70
2000,1,19,500,-23,10
2000,1,19,500,16,60
2000,1,19,500,-15,10
2000,1,19,500,-18,200
2000,1,19,500,-15,0
2000,1,19,500,17,160
2000,1,19,500,8,10
2000,1,19,500,-13,0
2000,1,19,500,-9,100
2000,1,19,500,12,80
2000,1,20,500,-13,20
2000,1,20,500,17,70
2000,1,20,500,-18,210
2000,1,20,500,17,170
2000,1,20,500,-8,220
2000,1,20,500,12,70
2000,1,20,500,11,10
2000,1,21,500,16,60
2000,1,21,500,-18,180
2000,1,21,500,18,180
2000,1,21,500,-13,0
2000,1,21,500,-7,580
2000,1,21,500,13,50
2000,1,21,500,12,60
2000,1,21,500,-24,0
2000,1,21,500,-28,30
2000,1,22,500,16,60
2000,1,22,500,-17,110
2000,1,22,500,18,130
2000,1,22,500,11,0
2000,1,22,500,-7,370
2000,1,22,500,12,30
2000,1,22,500,12,60
2000,1,22,500,-24,10
2000,1,22,500,-30,60
2000,1,23,500,17,50
2000,1,23,500,-17,90
2000,1,23,500,18,110
2000,1,23,500,-8,190
2000,1,23,500,12,20
2000,1,23,500,11,60
2000,1,23,500,-24,20
2000,1,23,500,-29,80
2000,1,23,500,-17,10
2000,1,23,500,14,10
2000,1,24,500,-17,60
2000,1,24,500,19,100
2000,1,24,500,12,20
2000,1,24,500,12,50
2000,1,24,500,-24,10
2000,1,24,500,-29,120
2000,1,24,500,-16,50
2000,1,24,500,15,10
2000,1,24,500,7,20
2000,1,25,500,-16,60
2000,1,25,500,19,110
2000,1,25,500,11,0
2000,1,25,500,-24,10
2000,1,25,500,-29,150
2000,1,25,500,-17,40
2000,1,25,500,14,10
2000,1,25,500,5,90
2000,1,25,500,-14,20
2000,1,26,500,20,120
2000,1,26,500,14,0
2000,1,26,500,-25,0
2000,1,26,500,-30,150
2000,1,26,500,-17,20
2000,1,26,500,14,0
2000,1,26,500,4,210
2000,1,26,500,-15,40
2000,1,26,500,37,0
2000,1,26,500,-26,0
2000,1,26,500,-7,10
2000,1,27,500,-24,0
2000,1,27,500,-30,140
2000,1,27,500,-16,0
2000,1,27,500,5,200
2000,1,27,500,-16,40
2000,1,27,500,38,10
2000,1,27,500,-8,30
2000,1,28,500,-30,180
2000,1,28,500,5,280
2000,1,28,500,-16,30
2000,1,28,500,37,0
2000,1,28,500,-9,80
2000,1,28,500,-16,10
2000,1,29,500,-30,130
2000,1,29,500,5,200
2000,1,29,500,-17,20
2000,1,29,500,-26,30
2000,1,29,500,-9,100
2000,1,29,500,-17,10
2000,1,30,500,-30,90
2000,1,30,500,-16,20
2000,1,30,500,-25,30
2000,1,30,500,-9,70
2000,1,30,500,-17,20
2000,1,30,500,-18,10
2000,1,30,500,27,20
2000,1,31,500,-31,80
2000,1,31,500,-16,10
2000,1,31,500,-9,70
2000,1,31,500,-17,10
2000,1,31,500,27,70
2000,1,31,500,10,20
2000,2,1,500,-32,80
2000,2,1,500,-16,10
2000,2,1,500,-9,80
2000,2,1,500,27,130
2000,2,1,500,10,30
2000,2,1,500,-10,0
2000,2,1,500,-33,20
2000,2,2,500,-32,50
2000,2,2,500,-15,30
2000,2,2,500,-8,70
2000,2,2,500,26,110
2000,2,2,500,10,10
2000,2,2,500,-10,10
2000,2,2,500,-35,80
2000,2,2,500,15,20
2000,2,2,500,-13,40
2000,2,3,500,-32,50
2000,2,3,500,-8,90
2000,2,3,500,26,120
2000,2,3,500,-11,20
2000,2,3,500,-34,100
2000,2,3,500,17,0
2000,2,3,500,-13,180
2000,2,3,500,-19,10
2000,2,3,500,24,30
2000,2,3,500,22,40
2000,2,4,500,-8,50
2000,2,4,500,25,150
2000,2,4,500,-12,10
2000,2,4,500,-35,100
2000,2,4,500,-13,120
2000,2,4,500,-18,40
2000,2,4,500,26,90
2000,2,4,500,22,60
2000,2,4,500,26,10
2000,2,5,500,-8,80
2000,2,5,500,25,130
2000,2,5,500,-13,10
2000,2,5,500,-34,80
2000,2,5,500,-13,190
2000,2,5,500,-18,10
2000,2,5,500,26,170
2000,2,5,500,23,60
2000,2,5,500,26,10
2000,2,5,500,8,10
2000,2,6,500,-8,90
2000,2,6,500,24,80
2000,2,6,500,-13,10
2000,2,6,500,-34,40
2000,2,6,500,-13,120
2000,2,6,500,-17,10
2000,2,6,500,27,120
2000,2,6,500,30,0
2000,2,6,500,7,20
2000,2,6,500,-4,90
2000,2,7,500,-10,10
2000,2,7,500,23,70
2000,2,7,500,-15,20
2000,2,7,500,-34,20
2000,2,7,500,18,0
2000,2,7,500,-14,110
2000,2,7,500,-18,40
2000,2,7,500,27,110
2000,2,7,500,8,220
2000,2,7,500,-5,110
2000,2,8,500,20,20
2000,2,8,500,-13,10
2000,2,8,500,-33,10
2000,2,8,500,17,10
2000,2,8,500,-14,110
2000,2,8,500,-18,30
2000,2,8,500,28,100
2000,2,8,500,7,290
2000,2,8,500,-5,150
2000,2,8,500,-14,40
2000,2,8,500,44,0
2000,2,8,500,-12,0
2000,2,8,500,18,0
2000,2,9,500,24,10
2000,2,9,500,-34,10
2000,2,9,500,18,10
2000,2,9,500,-14,70
2000,2,9,500,-17,10
2000,2,9,500,27,70
2000,2,9,500,7,350
2000,2,9,500,-6,140
2000,2,9,500,-14,40
2000,2,9,500,15,0
2000,2,9,500,-14,10
2000,2,9,500,-24,20
2000,2,10,500,-34,20
2000,2,10,500,17,0
2000,2,10,500,-13,60
2000,2,10,500,27,50
2000,2,10,500,8,320
2000,2,10,500,-6,140
2000,2,10,500,-15,0
2000,2,10,500,44,20
2000,2,10,500,-15,0
2000,2,10,500,-23,40
2000,2,10,500,-25,20
2000,2,10,500,20,60
2000,2,11,500,18,10
2000,2,11,500,-14,60
2000,2,11,500,24,40
2000,2,11,500,8,240
2000,2,11,500,-6,150
2000,2,11,500,-16,0
2000,2,11,500,43,0
2000,2,11,500,-16,20
2000,2,11,500,-24,60
2000,2,11,500,-26,70
2000,2,11,500,18,60
2000,2,11,500,-14,10
2000,2,11,500,-28,70
2000,2,12,500,18,0
2000,2,12,500,-14,40
2000,2,12,500,25,40
2000,2,12,500,-6,140
2000,2,12,500,44,0
2000,2,12,500,-16,20
2000,2,12,500,-24,70
2000,2,12,500,-24,50
2000,2,12,500,20,60
2000,2,12,500,-14,30
2000,2,12,500,-27,90
2000,2,13,500,-16,40
2000,2,13,500,24,20
2000,2,13,500,-6,150
2000,2,13,500,-16,30
2000,2,13,500,-24,50
2000,2,13,500,-24,40
2000,2,13,500,20,80
2000,2,13,500,-15,30
2000,2,13,500,-26,70
2000,2,13,500,-18,10
2000,2,14,500,-16,30
2000,2,14,500,25,20
2000,2,14,500,-6,140
2000,2,14,500,-16,40
2000,2,14,500,-24,20
2000,2,14,500,-24,30
2000,2,14,500,19,60
2000,2,14,500,-15,60
2000,2,14,500,-27,50
2000,2,14,500,-18,10
2000,2,14,500,-8,10
2000,2,15,500,-16,20
2000,2,15,500,25,40
2000,2,15,500,-6,120
2000,2,15,500,-16,70
2000,2,15,500,-25,20
2000,2,15,500,-23,20
2000,2,15,500,19,60
2000,2,15,500,-15,20
2000,2,15,500,-28,30
2000,2,15,500,-9,30
2000,2,15,500,-23,10
2000,2,15,500,-13,0
2000,2,16,500,27,100
2000,2,16,500,-6,130
2000,2,16,500,-16,110
2000,2,16,500,-24,20
2000,2,16,500,-23,90
2000,2,16,500,19,90
2000,2,16,500,-14,0
2000,2,16,500,-28,20
2000,2,16,500,-8,20
2000,2,16,500,-22,20
2000,2,16,500,-13,50
2000,2,16,500,-26,10
2000,2,16,500,-27,30
2000,2,17,500,-6,110
2000,2,17,500,-16,100
2000,2,17,500,-23,0
2000,2,17,500,-22,150
2000,2,17,500,19,70
2000,2,17,500,-29,20
2000,2,17,500,-22,20
2000,2,17,500,-12,40
2000,2,17,500,-26,50
2000,2,17,500,21,110
2000,2,18,500,-6,80
2000,2,18,500,-16,100
2000,2,18,500,-21,190
2000,2,18,500,19,90
2000,2,18,500,-29,10
2000,2,18,500,-19,10
2000,2,18,500,-12,20
2000,2,18,500,-22,10
2000,2,18,500,-26,20
2000,2,18,500,22,170
2000,2,19,500,-20,300
2000,2,19,500,18,70
2000,2,19,500,-31,0
2000,2,19,500,-21,0
2000,2,19,500,-12,20
2000,2,19,500,-25,0
2000,2,19,500,22,200
2000,2,20,500,-20,480
2000,2,20,500,18,50
2000,2,20,500,-31,0
2000,2,20,500,-22,50
2000,2,20,500,-11,10
2000,2,20,500,22,240
2000,2,20,500,-8,10
2000,2,21,500,-19,520
2000,2,21,500,20,40
2000,2,21,500,-22,150
2000,2,21,500,22,240
2000,2,21,500,-6,10
2000,2,21,500,19,10
2000,2,21,500,-16,50
2000,2,22,500,-20,410
2000,2,22,500,18,30
2000,2,22,500,-23,140
2000,2,22,500,22,230
2000,2,22,500,19,20
2000,2,22,500,-15,180
2000,2,22,500,13,20
2000,2,22,500,-11,20
2000,2,23,500,19,30
2000,2,23,500,-23,120
2000,2,23,500,23,250
2000,2,23,500,20,40
2000,2,23,500,-15,320
2000,2,23,500,13,100
2000,2,23,500,-10,60
2000,2,23,500,11,0
2000,2,23,500,-14,0
2000,2,24,500,-23,60
2000,2,24,500,22,260
2000,2,24,500,19,50
2000,2,24,500,-15,500
2000,2,24,500,13,140
2000,2,24,500,12,20
2000,2,24,500,-14,10
2000,2,24,500,-10,30
2000,2,24,500,36,40
2000,2,24,500,20,180
2000,2,24,500,-11,0
2000,2,25,500,-24,50
2000,2,25,500,22,270
2000,2,25,500,19,40
2000,2,25,500,-15,490
2000,2,25,500,13,120
2000,2,25,500,11,10
2000,2,25,500,-14,30
2000,2,25,500,-11,20
2000,2,25,500,36,50
2000,2,25,500,21,350
2000,2,25,500,-11,0
2000,2,25,500,-14,510
2000,2,26,500,22,250
2000,2,26,500,19,40
2000,2,26,500,-16,650
2000,2,26,500,13,90
2000,2,26,500,-14,0
2000,2,26,500,-11,20
2000,2,26,500,36,30
2000,2,26,500,21,370
2000,2,26,500,-15,720
2000,2,26,500,5,40
2000,2,26,500,-20,0
2000,2,27,500,23,270
2000,2,27,500,19,50
2000,2,27,500,-16,800
2000,2,27,500,12,80
2000,2,27,500,-14,30
2000,2,27,500,-11,10
2000,2,27,500,36,30
2000,2,27,500,21,350
2000,2,27,500,-16,870
2000,2,27,500,6,20
2000,2,27,500,-20,0
2000,2,28,500,23,200
2000,2,28,500,19,50
2000,2,28,500,-16,950
2000,2,28,500,12,60
2000,2,28,500,-13,40
2000,2,28,500,36,30
2000,2,28,500,21,370
2000,2,28,500,-15,990
2000,2,28,500,6,30
2000,2,28,500,-19,0
2000,2,29,500,22,180
2000,2,29,500,19,60
2000,2,29,500,-18,1080
2000,2,29,500,12,40
2000,2,29,500,-13,70
2000,2,29,500,37,40
2000,2,29,500,21,380
2000,2,29,500,-16,1030
2000,2,29,500,5,10
2000,2,29,500,-19,0
2000,2,29,500,-34,10
2000,2,29,500,13,10
2000,2,29,500,18,50
2000,2,29,500,-33,20
2000,3,1,500,19,60
2000,3,1,500,-15,980
2000,3,1,500,12,30
2000,3,1,500,-13,50
2000,3,1,500,37,0
2000,3,1,500,20,330
2000,3,1,500,-16,900
2000,3,1,500,6,10
2000,3,1,500,19,130
2000,3,1,500,14,0
2000,3,1,500,18,80
2000,3,1,500,-35,0
2000,3,2,500,-16,1100
2000,3,2,500,12,30
2000,3,2,500,-13,60
2000,3,2,500,37,0
2000,3,2,500,20,250
2000,3,2,500,-15,1000
2000,3,2,500,7,10
2000,3,2,500,19,50
2000,3,2,500,-35,10
2000,3,2,500,-15,10
2000,3,3,500,-16,850
2000,3,3,500,12,20
2000,3,3,500,-12,30
2000,3,3,500,20,190
2000,3,3,500,-15,830
2000,3,3,500,6,10
2000,3,3,500,19,40
2000,3,3,500,-35,30
2000,3,3,500,-16,30
2000,3,3,500,-11,10
2000,3,4,500,-15,460
2000,3,4,500,12,30
2000,3,4,500,20,150
2000,3,4,500,-15,780
2000,3,4,500,19,40
2000,3,4,500,-36,70
2000,3,4,500,-15,50
2000,3,4,500,-11,30
2000,3,4,500,-15,30
2000,3,5,500,-16,300
2000,3,5,500,20,180
2000,3,5,500,-16,730
2000,3,5,500,19,30
2000,3,5,500,-36,110
2000,3,5,500,-13,140
2000,3,5,500,-10,20
2000,3,5,500,-16,230
2000,3,5,500,-13,10
2000,3,6,500,19,110
2000,3,6,500,-16,590
2000,3,6,500,20,10
2000,3,6,500,-37,50
2000,3,6,500,-13,330
2000,3,6,500,-11,30
2000,3,6,500,-15,360
2000,3,6,500,-14,20
2000,3,6,500,-18,30
2000,3,7,500,19,10
2000,3,7,500,-17,680
2000,3,7,500,-37,0
2000,3,7,500,-13,470
2000,3,7,500,-11,40
2000,3,7,500,-16,330
2000,3,7,500,-15,20
2000,3,7,500,-17,50
2000,3,7,500,-12,30
2000,3,8,500,-16,270
2000,3,8,500,-13,470
2000,3,8,500,-12,30
2000,3,8,500,-15,220
2000,3,8,500,-13,30
2000,3,8,500,-18,40
2000,3,8,500,-12,40
2000,3,8,500,26,30
2000,3,8,500,-6,20
2000,3,8,500,-17,740
2000,3,8,500,-17,40
2000,3,9,500,-13,550
2000,3,9,500,-12,20
2000,3,9,500,-15,270
2000,3,9,500,-12,10
2000,3,9,500,-18,10
2000,3,9,500,-12,50
2000,3,9,500,24,50
2000,3,9,500,-6,10
2000,3,9,500,-16,480
2000,3,9,500,-18,40
2000,3,9,500,-19,100
2000,3,10,500,-13,420
2000,3,10,500,-13,0
2000,3,10,500,-16,210
2000,3,10,500,-12,20
2000,3,10,500,-18,10
2000,3,10,500,-12,40
2000,3,10,500,25,100
2000,3,10,500,-6,10
2000,3,10,500,-16,730
2000,3,10,500,-16,20
2000,3,10,500,-19,70
2000,3,11,500,-13,370
2000,3,11,500,-17,60
2000,3,11,500,-12,10
2000,3,11,500,-17,20
2000,3,11,500,-12,40
2000,3,11,500,24,130
2000,3,11,500,-16,800
2000,3,11,500,-18,20
2000,3,11,500,-19,40
2000,3,11,500,-29,30
2000,3,12,500,-13,310
2000,3,12,500,-12,10
2000,3,12,500,-17,10
2000,3,12,500,-12,40
2000,3,12,500,23,170
2000,3,12,500,-15,850
2000,3,12,500,-17,10
2000,3,12,500,-20,20
2000,3,12,500,-29,40
2000,3,12,500,11,140
2000,3,13,500,-14,250
2000,3,13,500,-12,10
2000,3,13,500,-18,10
2000,3,13,500,-12,90
2000,3,13,500,24,150
2000,3,13,500,-16,840
2000,3,13,500,-17,0
2000,3,13,500,-20,10
2000,3,13,500,-29,50
2000,3,13,500,9,100
2000,3,14,500,-13,160
2000,3,14,500,-13,20
2000,3,14,500,-17,0
2000,3,14,500,-12,30
2000,3,14,500,24,160
2000,3,14,500,-16,900
2000,3,14,500,-23,0
2000,3,14,500,-28,50
2000,3,14,500,10,250
2000,3,14,500,11,20
2000,3,14,500,15,0
2000,3,14,500,-14,0
2000,3,15,500,-12,20
2000,3,15,500,-14,20
2000,3,15,500,-12,20
2000,3,15,500,-16,720
2000,3,15,500,-28,20
2000,3,15,500,11,250
2000,3,15,500,12,10
2000,3,15,500,-16,30
2000,3,16,500,-14,10
2000,3,16,500,-16,680
2000,3,16,500,-28,10
2000,3,16,500,11,230
2000,3,16,500,10,10
2000,3,16,500,-16,60
2000,3,16,500,16,10
2000,3,16,500,22,80
2000,3,17,500,-15,0
2000,3,17,500,-16,610
2000,3,17,500,-29,20
2000,3,17,500,11,250
2000,3,17,500,8,10
2000,3,17,500,-16,100
2000,3,17,500,23,130
2000,3,17,500,12,70
2000,3,18,500,-17,410
2000,3,18,500,-28,30
2000,3,18,500,11,390
2000,3,18,500,-16,140
2000,3,18,500,23,170
2000,3,18,500,13,280
2000,3,18,500,20,10
2000,3,19,500,-17,370
2000,3,19,500,-29,10
2000,3,19,500,12,590
2000,3,19,500,-16,220
2000,3,19,500,23,170
2000,3,19,500,14,260
2000,3,19,500,19,70
2000,3,19,500,32,30
2000,3,19,500,-22,0
2000,3,20,500,-16,230
2000,3,20,500,-28,0
2000,3,20,500,13,680
2000,3,20,500,-16,210
2000,3,20,500,23,200
2000,3,20,500,13,250
2000,3,20,500,19,160
2000,3,20,500,32,60
2000,3,20,500,24,10
2000,3,20,500,-15,30
2000,3,21,500,12,610
2000,3,21,500,-16,260
2000,3,21,500,22,170
2000,3,21,500,13,300
2000,3,21,500,19,180
2000,3,21,500,32,210
2000,3,21,500,-21,0
2000,3,21,500,24,0
2000,3,21,500,-16,80
2000,3,21,500,14,10
2000,3,22,500,13,810
2000,3,22,500,-16,190
2000,3,22,500,23,210
2000,3,22,500,12,240
2000,3,22,500,20,250
2000,3,22,500,32,460
2000,3,22,500,24,20
2000,3,22,500,-17,370
2000,3,22,500,13,30
2000,3,22,500,-27,10
2000,3,23,500,13,450
2000,3,23,500,-16,130
2000,3,23,500,23,140
2000,3,23,500,13,180
2000,3,23,500,19,230
2000,3,23,500,32,330
2000,3,23,500,23,30
2000,3,23,500,-17,340
2000,3,23,500,14,0
2000,3,23,500,-26,20
2000,3,23,500,13,110
2000,3,23,500,-17,30
2000,3,23,500,-10,30
2000,3,23,500,18,40
2000,3,24,500,13,80
2000,3,24,500,-15,100
2000,3,24,500,23,170
2000,3,24,500,12,140
2000,3,24,500,20,160
2000,3,24,500,32,190
2000,3,24,500,-17,420
2000,3,24,500,12,0
2000,3,24,500,-26,20
2000,3,24,500,12,140
2000,3,24,500,-17,90
2000,3,24,500,-10,90
2000,3,24,500,17,60
2000,3,24,500,19,60
2000,3,25,500,-16,70
2000,3,25,500,23,130
2000,3,25,500,12,110
2000,3,25,500,19,60
2000,3,25,500,-18,240
2000,3,25,500,-27,10
2000,3,25,500,10,120
2000,3,25,500,-18,80
2000,3,25,500,-10,80
2000,3,25,500,16,40
2000,3,25,500,19,50
2000,3,25,500,-25,0
2000,3,25,500,-36,0
2000,3,26,500,-16,40
2000,3,26,500,23,150
2000,3,26,500,13,140
2000,3,26,500,18,70
2000,3,26,500,-17,260
2000,3,26,500,-26,0
2000,3,26,500,10,200
2000,3,26,500,-18,170
2000,3,26,500,-9,90
2000,3,26,500,17,130
2000,3,26,500,19,60
2000,3,26,500,-14,10
2000,3,26,500,-14,70
2000,3,27,500,23,170
2000,3,27,500,13,130
2000,3,27,500,-18,130
2000,3,27,500,-26,0
2000,3,27,500,10,230
2000,3,27,500,-18,270
2000,3,27,500,-9,70
2000,3,27,500,17,70
2000,3,27,500,18,40
2000,3,27,500,-14,10
2000,3,27,500,-14,60
2000,3,27,500,16,10
2000,3,27,500,22,10
2000,3,28,500,22,150
2000,3,28,500,13,130
2000,3,28,500,-17,140
2000,3,28,500,10,290
2000,3,28,500,-17,270
2000,3,28,500,-10,80
2000,3,28,500,17,50
2000,3,28,500,18,40
2000,3,28,500,-14,20
2000,3,28,500,-14,40
2000,3,28,500,16,20
2000,3,28,500,21,20
2000,3,29,500,12,60
2000,3,29,500,-17,40
2000,3,29,500,16,10
2000,3,29,500,10,340
2000,3,29,500,-17,180
2000,3,29,500,15,0
2000,3,29,500,19,20
2000,3,29,500,-13,60
