ano,mes,dia,time,latitude,area
1998,4,29,500,-17,230
1998,4,29,500,-31,0
1998,4,29,500,-24,20
1998,4,29,500,28,0
1998,4,30,500,-16,270
1998,4,30,500,26,40
1998,4,30,500,31,0
1998,4,30,500,-21,0
1998,5,1,500,-17,340
1998,5,1,500,26,140
1998,5,1,500,-22,10
1998,5,2,500,-17,420
1998,5,2,500,27,200
1998,5,2,500,-21,0
1998,5,2,500,-17,40
1998,5,3,500,-17,410
1998,5,3,500,27,300
1998,5,3,500,-22,0
1998,5,3,500,-16,60
1998,5,4,500,-17,430
1998,5,4,500,27,510
1998,5,4,500,-22,0
1998,5,4,500,-16,40
1998,5,5,500,-17,480
1998,5,5,500,27,650
1998,5,5,500,-22,0
1998,5,5,500,-15,40
1998,5,6,500,-15,390
1998,5,6,500,-22,10
1998,5,6,500,27,620
1998,5,6,500,-17,40
1998,5,6,500,-23,10
1998,5,7,500,-15,270
1998,5,7,500,27,620
1998,5,7,500,-17,50
1998,5,7,500,-22,160
1998,5,8,500,28,380
1998,5,8,500,-16,40
1998,5,8,500,-20,190
1998,5,8,500,28,10
1998,5,9,500,27,240
1998,5,9,500,-16,30
1998,5,9,500,-19,260
1998,5,10,500,26,90
1998,5,10,500,-16,30
1998,5,10,500,-20,220
1998,5,10,500,-31,200
1998,5,11,500,-16,40
1998,5,11,500,-20,230
1998,5,11,500,-26,130
1998,5,11,500,-9,10
1998,5,11,500,20,20
1998,5,12,500,-16,50
1998,5,12,500,-20,210
1998,5,12,500,-27,120
1998,5,12,500,-9,0
1998,5,12,500,21,80
1998,5,13,500,-16,40
1998,5,13,500,-20,210
1998,5,13,500,-28,120
1998,5,13,500,22,120
1998,5,14,500,-17,20
1998,5,14,500,-21,180
1998,5,14,500,-27,90
1998,5,14,500,22,150
1998,5,15,500,-21,200
1998,5,15,500,-27,80
1998,5,15,500,22,140
1998,5,16,500,-21,270
1998,5,16,500,-28,50
1998,5,16,500,22,180
1998,5,17,500,-20,350
1998,5,17,500,-27,70
1998,5,17,500,23,130
1998,5,18,500,-20,190
1998,5,18,500,-27,40
1998,5,18,500,22,140
1998,5,19,500,-26,30
1998,5,19,500,24,140
1998,5,19,500,-16,10
1998,5,19,500,-35,10
1998,5,20,500,-26,20
1998,5,20,500,24,90
1998,5,20,500,-16,0
1998,5,20,500,-31,10
1998,5,21,500,-26,0
1998,5,21,500,23,60
1998,5,22,500,-24,0
1998,5,22,500,24,60
1998,5,23,500,24,10
1998,5,23,500,-18,0
1998,5,23,500,17,30
1998,5,24,500,-18,10
1998,5,24,500,18,200
1998,5,25,500,-19,10
1998,5,25,500,18,300
1998,5,25,500,25,150
1998,5,26,500,-18,0
1998,5,26,500,18,320
1998,5,26,500,24,230
1998,5,27,500,-24,20
1998,5,27,500,-18,10
1998,5,27,500,18,280
1998,5,27,500,26,280
1998,5,28,500,-20,10
1998,5,28,500,18,200
1998,5,28,500,26,200
1998,5,29,500,26,190
1998,5,29,500,-22,10
1998,5,29,500,-18,10
1998,5,30,500,26,170
1998,5,30,500,-22,10
1998,5,30,500,-19,40
1998,5,30,500,-21,10
1998,5,31,500,26,130
1998,5,31,500,-22,20
1998,5,31,500,-20,50
1998,5,31,500,-23,0
1998,6,1,500,25,120
1998,6,1,500,-23,10
1998,6,1,500,-20,60
1998,6,2,500,26,120
1998,6,2,500,-22,10
1998,6,2,500,-19,200
1998,6,2,500,-19,220
1998,6,3,500,27,110
1998,6,3,500,-20,200
1998,6,3,500,-19,280
1998,6,3,500,28,10
1998,6,4,500,26,40
1998,6,4,500,-21,220
1998,6,4,500,-19,360
1998,6,4,500,28,30
1998,6,4,500,16,20
1998,6,5,500,26,30
1998,6,5,500,-20,180
1998,6,5,500,-18,380
1998,6,5,500,28,20
1998,6,5,500,16,40
1998,6,6,500,25,10
1998,6,6,500,-21,160
1998,6,6,500,-19,330
1998,6,6,500,28,0
1998,6,6,500,16,20
1998,6,6,500,20,0
1998,6,6,500,21,20
1998,6,7,500,-21,140
1998,6,7,500,-20,360
1998,6,7,500,31,10
1998,6,7,500,16,10
1998,6,7,500,21,40
1998,6,7,500,-24,10
1998,6,8,500,-21,100
1998,6,8,500,-22,340
1998,6,8,500,29,10
1998,6,8,500,21,40
1998,6,8,500,-24,20
1998,6,8,500,-19,0
1998,6,8,500,21,10
1998,6,9,500,-18,70
1998,6,9,500,-21,290
1998,6,9,500,28,0
1998,6,9,500,21,30
1998,6,9,500,-25,10
1998,6,9,500,-24,30
1998,6,9,500,-27,30
1998,6,10,500,-19,70
1998,6,10,500,-22,360
1998,6,10,500,20,20
1998,6,10,500,-25,10
1998,6,10,500,-25,110
1998,6,10,500,-26,30
1998,6,11,500,-21,320
1998,6,11,500,21,0
1998,6,11,500,19,10
1998,6,11,500,-24,110
1998,6,11,500,-27,30
1998,6,11,500,-20,90
1998,6,12,500,-21,290
1998,6,12,500,-20,10
1998,6,12,500,19,0
1998,6,12,500,25,10
1998,6,12,500,-24,90
1998,6,12,500,-26,10
1998,6,12,500,-22,140
1998,6,12,500,18,120
1998,6,12,500,34,20
1998,6,13,500,-21,220
1998,6,13,500,13,0
1998,6,13,500,-25,10
1998,6,13,500,25,0
1998,6,13,500,-24,60
1998,6,13,500,-26,10
1998,6,13,500,-22,100
1998,6,13,500,18,140
1998,6,13,500,34,20
1998,6,13,500,-29,20
1998,6,13,500,14,10
1998,6,13,500,-22,10
1998,6,14,500,-21,180
1998,6,14,500,-21,60
1998,6,14,500,18,180
1998,6,14,500,32,10
1998,6,14,500,-29,20
1998,6,14,500,13,0
1998,6,14,500,-23,10
1998,6,14,500,21,10
1998,6,15,500,-26,0
1998,6,15,500,-21,40
1998,6,15,500,17,180
1998,6,15,500,34,20
1998,6,15,500,-30,0
1998,6,15,500,-27,30
1998,6,16,500,-21,20
1998,6,16,500,18,180
1998,6,16,500,34,30
1998,6,16,500,-30,0
1998,6,16,500,-25,60
1998,6,17,500,-22,10
1998,6,17,500,18,220
1998,6,17,500,35,40
1998,6,17,500,-28,60
1998,6,17,500,-26,10
1998,6,18,500,-23,20
1998,6,18,500,17,160
1998,6,18,500,34,20
1998,6,18,500,-28,60
1998,6,18,500,-25,0
1998,6,19,500,-22,0
1998,6,19,500,18,140
1998,6,19,500,35,30
1998,6,19,500,-27,80
1998,6,19,500,16,10
1998,6,20,500,18,220
1998,6,20,500,35,10
1998,6,20,500,-27,40
1998,6,20,500,16,10
1998,6,20,500,-29,0
1998,6,21,500,-20,10
1998,6,21,500,17,240
1998,6,21,500,-27,60
1998,6,21,500,16,30
1998,6,21,500,-29,10
1998,6,22,500,17,270
1998,6,22,500,-28,80
1998,6,22,500,15,40
1998,6,22,500,18,30
1998,6,23,500,16,210
1998,6,23,500,-28,70
1998,6,23,500,15,30
1998,6,23,500,18,90
1998,6,24,500,17,150
1998,6,24,500,-28,50
1998,6,24,500,18,240
1998,6,24,500,22,0
1998,6,24,500,-22,0
1998,6,25,500,17,100
1998,6,25,500,-27,60
1998,6,25,500,18,270
1998,6,25,500,23,0
1998,6,25,500,-23,20
1998,6,25,500,-26,10
1998,6,26,500,-28,50
1998,6,26,500,17,230
1998,6,26,500,-22,70
1998,6,26,500,-25,60
1998,6,26,500,29,10
1998,6,26,500,-14,40
1998,6,27,500,-28,40
1998,6,27,500,17,220
1998,6,27,500,-22,80
1998,6,27,500,-25,70
1998,6,27,500,29,10
1998,6,27,500,-16,70
1998,6,27,500,25,10
1998,6,27,500,-21,40
1998,6,28,500,18,200
1998,6,28,500,-22,80
1998,6,28,500,-24,50
1998,6,28,500,29,10
1998,6,28,500,-14,60
1998,6,28,500,27,90
1998,6,28,500,-22,190
1998,6,28,500,32,0
1998,6,29,500,18,150
1998,6,29,500,-22,60
1998,6,29,500,-24,40
1998,6,29,500,29,0
1998,6,29,500,-14,50
1998,6,29,500,27,60
1998,6,29,500,-20,280
1998,6,29,500,18,10
1998,6,30,500,17,120
1998,6,30,500,-23,60
1998,6,30,500,-24,10
1998,6,30,500,28,30
1998,6,30,500,-13,60
1998,6,30,500,27,40
1998,6,30,500,-22,210
1998,6,30,500,-19,150
1998,6,30,500,18,100
1998,7,1,500,18,100
1998,7,1,500,-22,60
1998,7,1,500,-23,20
1998,7,1,500,-14,60
1998,7,1,500,27,40
1998,7,1,500,-22,100
1998,7,1,500,-20,150
1998,7,1,500,17,200
1998,7,2,500,16,90
1998,7,2,500,-23,70
1998,7,2,500,-24,10
1998,7,2,500,-14,50
1998,7,2,500,28,30
1998,7,2,500,-24,50
1998,7,2,500,-21,170
1998,7,2,500,16,180
1998,7,3,500,17,90
1998,7,3,500,-23,40
1998,7,3,500,-24,20
1998,7,3,500,-14,60
1998,7,3,500,27,10
1998,7,3,500,-23,30
1998,7,3,500,-21,170
1998,7,3,500,17,220
1998,7,4,500,17,20
1998,7,4,500,-23,50
1998,7,4,500,-23,70
1998,7,4,500,-14,50
1998,7,4,500,28,10
1998,7,4,500,-23,30
1998,7,4,500,-21,210
1998,7,4,500,16,200
1998,7,5,500,-23,30
1998,7,5,500,-24,30
1998,7,5,500,-14,40
1998,7,5,500,25,10
1998,7,5,500,-23,50
1998,7,5,500,-21,200
1998,7,5,500,17,170
1998,7,5,500,20,10
1998,7,5,500,24,0
1998,7,6,500,-25,10
1998,7,6,500,-14,40
1998,7,6,500,25,0
1998,7,6,500,-23,20
1998,7,6,500,-21,180
1998,7,6,500,16,160
1998,7,6,500,19,0
1998,7,6,500,22,0
1998,7,7,500,-13,20
1998,7,7,500,-22,20
1998,7,7,500,-21,170
1998,7,7,500,17,140
1998,7,7,500,-24,0
1998,7,7,500,23,10
1998,7,7,500,33,20
1998,7,8,500,-22,170
1998,7,8,500,17,120
1998,7,8,500,22,0
1998,7,8,500,34,20
1998,7,9,500,-23,180
1998,7,9,500,18,100
1998,7,9,500,-24,30
1998,7,9,500,33,0
1998,7,10,500,-24,140
1998,7,10,500,16,100
1998,7,10,500,-24,30
1998,7,10,500,27,0
1998,7,10,500,18,0
1998,7,10,500,19,0
1998,7,10,500,-19,20
1998,7,11,500,-22,100
1998,7,11,500,17,90
1998,7,11,500,-24,0
1998,7,11,500,25,0
1998,7,11,500,17,40
1998,7,11,500,-20,80
1998,7,11,500,-9,40
1998,7,12,500,-20,30
1998,7,12,500,16,60
1998,7,12,500,18,10
1998,7,12,500,19,40
1998,7,12,500,-20,110
1998,7,12,500,-10,20
1998,7,13,500,17,10
1998,7,13,500,-21,90
1998,7,13,500,-11,10
1998,7,14,500,18,20
1998,7,14,500,-21,100
1998,7,14,500,-10,40
1998,7,15,500,20,10
1998,7,15,500,-21,70
1998,7,15,500,-10,10
1998,7,15,500,-28,20
1998,7,15,500,-27,40
1998,7,15,500,-20,10
1998,7,16,500,22,10
1998,7,16,500,-22,70
1998,7,16,500,-11,0
1998,7,16,500,-29,30
1998,7,16,500,-28,20
1998,7,16,500,-21,50
1998,7,16,500,16,10
1998,7,17,500,24,0
1998,7,17,500,-22,40
1998,7,17,500,-28,10
1998,7,17,500,-28,30
1998,7,17,500,-20,150
1998,7,17,500,16,10
1998,7,18,500,-22,20
1998,7,18,500,-28,0
1998,7,18,500,-27,20
1998,7,18,500,-20,90
1998,7,18,500,14,0
1998,7,19,500,-22,20
1998,7,19,500,-28,10
1998,7,19,500,-20,130
1998,7,19,500,-19,0
1998,7,20,500,20,10
1998,7,20,500,-21,60
1998,7,20,500,-20,110
1998,7,20,500,-19,10
1998,7,20,500,-13,20
1998,7,20,500,-28,0
1998,7,21,500,-23,100
1998,7,21,500,-31,10
1998,7,21,500,-20,90
1998,7,21,500,-20,0
1998,7,21,500,-13,100
1998,7,21,500,-28,10
1998,7,21,500,26,10
1998,7,21,500,-21,130
1998,7,21,500,16,0
1998,7,22,500,-24,40
1998,7,22,500,-24,0
1998,7,22,500,-20,60
1998,7,22,500,-21,0
1998,7,22,500,-14,110
1998,7,22,500,-27,20
1998,7,22,500,27,30
1998,7,22,500,-21,340
1998,7,22,500,17,30
1998,7,22,500,33,10
1998,7,23,500,-32,0
1998,7,23,500,-22,0
1998,7,23,500,-16,50
1998,7,23,500,-27,10
1998,7,23,500,26,20
1998,7,23,500,-21,500
1998,7,23,500,18,20
1998,7,23,500,33,40
1998,7,24,500,-21,0
1998,7,24,500,-14,40
1998,7,24,500,-27,10
1998,7,24,500,24,30
1998,7,24,500,-23,510
1998,7,24,500,17,20
1998,7,24,500,32,210
1998,7,25,500,-28,0
1998,7,25,500,24,30
1998,7,25,500,-23,430
1998,7,25,500,16,10
1998,7,25,500,31,420
1998,7,26,500,24,20
1998,7,26,500,-24,450
1998,7,26,500,16,10
1998,7,26,500,32,560
1998,7,27,500,23,10
1998,7,27,500,-24,380
1998,7,27,500,32,530
1998,7,27,500,27,40
1998,7,27,500,27,0
1998,7,27,500,-23,0
1998,7,27,500,18,0
1998,7,28,500,24,10
1998,7,28,500,-23,300
1998,7,28,500,16,10
1998,7,28,500,31,390
1998,7,28,500,27,50
1998,7,28,500,27,30
1998,7,28,500,-22,0
1998,7,28,500,17,0
1998,7,29,500,23,10
1998,7,29,500,-23,340
1998,7,29,500,17,10
1998,7,29,500,32,320
1998,7,29,500,28,50
1998,7,29,500,27,70
1998,7,29,500,17,10
1998,7,30,500,-22,310
1998,7,30,500,31,280
1998,7,30,500,27,40
1998,7,30,500,26,40
1998,7,30,500,-26,10
1998,7,31,500,-23,340
1998,7,31,500,31,260
1998,7,31,500,27,30
1998,7,31,500,25,0
1998,7,31,500,-27,0
1998,7,31,500,22,10
1998,7,31,500,16,10
1998,7,31,500,-23,30
1998,8,1,500,-25,340
1998,8,1,500,30,160
1998,8,1,500,27,30
1998,8,1,500,-27,20
1998,8,1,500,16,10
1998,8,1,500,-24,10
1998,8,2,500,-24,220
1998,8,2,500,30,130
1998,8,2,500,24,40
1998,8,2,500,18,10
1998,8,2,500,-28,10
1998,8,2,500,16,10
1998,8,2,500,-22,0
1998,8,2,500,25,10
1998,8,2,500,-20,80
1998,8,2,500,18,10
1998,8,3,500,-20,100
1998,8,3,500,30,90
1998,8,3,500,26,30
1998,8,3,500,19,20
1998,8,3,500,-28,0
1998,8,3,500,16,0
1998,8,3,500,-20,200
1998,8,3,500,17,20
1998,8,3,500,13,0
1998,8,4,500,26,40
1998,8,4,500,20,10
1998,8,4,500,-22,250
1998,8,4,500,17,30
1998,8,4,500,13,40
1998,8,5,500,27,40
1998,8,5,500,-22,330
1998,8,5,500,14,30
1998,8,5,500,16,20
1998,8,6,500,27,80
1998,8,6,500,-28,0
1998,8,6,500,-22,470
1998,8,6,500,16,10
1998,8,6,500,13,10
1998,8,6,500,17,20
1998,8,6,500,30,220
1998,8,7,500,28,110
1998,8,7,500,-22,470
1998,8,7,500,13,10
1998,8,7,500,16,10
1998,8,7,500,30,330
